nid,ngram,dm_to_dm, d_to_dm, dm_to_d, d_to_d, ngram_occur_num,total_paper_num, meme_score
5676,synthesized dye sm315,0,0,1,28325,1,28325,0.0
5677,band energy shifts,0,0,1,28325,1,28325,0.0
5678,dyes fsq101-fsq104 remarkably,0,0,1,28325,1,28325,0.0
5679,compared dye sm315,0,0,1,28325,1,28325,0.0
5680,larger adsorption energies,0,1,2,28324,2,28325,0.0
5681,bridge electron-rich units,0,0,1,28325,1,28325,0.0
5682,delta e-cb,0,0,1,28325,1,28325,0.0
5683,curves,11,440,165,27885,212,28325,0.030850555567731044
5684,functional theory tddft,7,101,18,28224,27,28325,0.08623905220992599
5685,binding energies ebes,0,0,1,28325,1,28325,0.0
5686,energies e-ads lower,0,0,1,28325,1,28325,0.0
5687,dye sm315 highly,0,0,1,28325,1,28325,0.0
5688,fsq101-fsq104,0,0,1,28325,1,28325,0.0
5689,shifts,32,849,268,27476,345,28325,0.046386456032927986
5690,obviously narrower,0,0,1,28325,1,28325,0.0
5691,densities sc max,0,0,1,28325,1,28325,0.0
5692,better light harvesting,0,1,2,28324,2,28325,0.0
5693,efficient dsscs,1,3,2,28322,3,28325,0.1
5694,band gaps larger,0,3,3,28322,3,28325,0.0
5695,superior performances promising,0,0,1,28325,1,28325,0.0
5696,light harvesting abilities,0,0,1,28325,1,28325,0.0
5697,candidates highly,0,8,2,28317,3,28325,0.0
5698,d-1-d-4 donors,0,0,1,28325,1,28325,0.0
5699,fsq101-fsq104 screened pi-linker,0,0,1,28325,1,28325,0.0
5700,at-conjugated,0,0,1,28325,1,28325,0.0
5701,remarkably,22,830,237,27495,280,28325,0.029912702945255776
5702,energies ebes,0,0,1,28325,1,28325,0.0
5703,superior performances,0,1,7,28324,8,28325,0.0
5704,dyes fsq101-fsq104 screened,0,0,1,28325,1,28325,0.0
5705,donors,20,443,127,27882,168,28325,0.05705080761025729
5706,larger conduction,0,14,4,28311,5,28325,0.0
5707,shifts delta,0,0,1,28325,1,28325,0.0
5708,near-infrared,113,1306,287,27019,427,28325,0.12125963179612058
5709,bridges designed dyes,0,0,1,28325,1,28325,0.0
5710,ebes,0,0,1,28325,1,28325,0.0
5711,electron-withdrawing,20,299,98,28026,125,28325,0.08110532650384565
5712,abilities near-infrared,0,0,1,28325,1,28325,0.0
5713,nir region,3,70,30,28255,40,28325,0.049695372274535354
5714,higher maximum short,0,0,1,28325,1,28325,0.0
5715,e-cb,0,0,1,28325,1,28325,0.0
5716,lower exciton binding,0,5,2,28320,2,28325,0.0
5717,sensitizer,7,87,32,28238,44,28325,0.09748781014023734
5718,screened at-conjugated bridges,0,0,1,28325,1,28325,0.0
5719,near-infrared nir region,0,31,12,28294,14,28325,0.0
5720,energy shifts delta,0,0,1,28325,1,28325,0.0
5721,efficiency lhe,2,13,3,28312,5,28325,0.10412989114445423
5722,acid acceptor based,0,0,1,28325,1,28325,0.0
5723,pi-linker b-1,0,0,1,28325,1,28325,0.0
5724,acceptor based experimentally,0,0,1,28325,1,28325,0.0
5725,harvesting efficiency,5,30,11,28295,17,28325,0.18380730772610737
5726,efficiency lhe curves,0,0,1,28325,1,28325,0.0
5727,fsq101-fsq104 superior,0,0,1,28325,1,28325,0.0
5728,e-ads,0,0,1,28325,1,28325,0.0
5729,region broader light,0,0,1,28325,1,28325,0.0
5730,sm315 highly efficient,0,0,1,28325,1,28325,0.0
5731,cells dsscs using,0,3,3,28322,3,28325,0.0
5732,fsq101-fsq104 remarkably,0,0,1,28325,1,28325,0.0
5733,conduction band,47,705,239,27620,336,28325,0.08988545818272317
5734,dft time-dependent density,5,30,17,28295,22,28325,0.16650779641070906
5735,cyanoacrylic acid,2,6,12,28319,15,28325,0.22219868588800626
5736,near-infrared nir,7,296,68,28029,79,28325,0.02577981284822586
5737,based experimentally,0,0,2,28325,2,28325,0.0
5738,reveal designed dyes,0,0,1,28325,1,28325,0.0
5739,narrower,2,114,48,28211,62,28325,0.020699525531050377
5740,e-ads lower exciton,0,0,1,28325,1,28325,0.0
5741,tddft methods,3,45,6,28280,9,28325,0.06240732568402471
5742,gaps larger adsorption,0,0,1,28325,1,28325,0.0
5743,screened,6,61,31,28264,40,28325,0.11006827267535435
5744,obviously,5,170,89,28155,102,28325,0.03185430482673045
5745,fsq101-fsq104 superior performances,0,0,1,28325,1,28325,0.0
5746,electron-withdrawing cyanoacrylic acid,0,0,1,28325,1,28325,0.0
5747,nir,40,563,144,27762,209,28325,0.09849184450616502
5748,bridges designed,0,0,1,28325,1,28325,0.0
5749,abilities,10,142,53,28183,70,28325,0.08578385123413582
5750,sc,47,475,132,27850,214,28325,0.15326818933399752
5751,synthesized dye,0,0,1,28325,1,28325,0.0
5752,fsq101-fsq104 remarkably better,0,0,1,28325,1,28325,0.0
5753,nir region broader,0,0,1,28325,1,28325,0.0
5754,electron-rich units d-1-d-4,0,0,1,28325,1,28325,0.0
5755,exciton binding energies,9,312,28,28013,39,28325,0.03555257645580226
5756,energies ebes larger,0,0,1,28325,1,28325,0.0
5757,acid acceptor,0,1,4,28324,4,28325,0.0
5758,theory tddft methods,3,30,3,28295,6,28325,0.0908224344058413
5759,binding energies,25,481,67,27844,98,28325,0.07109371010919595
5760,electron-rich,12,179,56,28146,76,28325,0.08440428421340056
5761,units d-1-d-4 donors,0,0,1,28325,1,28325,0.0
5762,results reveal designed,0,0,1,28325,1,28325,0.0
5763,cyanoacrylic acid acceptor,0,0,2,28325,2,28325,0.0
5764,promising sensitizer candidates,0,0,1,28325,1,28325,0.0
5765,adsorption energies,1,6,8,28319,10,28325,0.10099940267636648
5766,candidates highly efficient,0,2,2,28323,2,28325,0.0
5767,electron-rich units,1,11,3,28314,4,28325,0.04760559828520993
5768,experimentally synthesized dye,0,0,1,28325,1,28325,0.0
5769,delta,32,393,153,27932,215,28325,0.10983668353483006
5770,bridges,5,153,46,28172,57,28325,0.03708669970805893
5771,lhe curves higher,0,0,1,28325,1,28325,0.0
5772,broader,7,585,82,27740,104,28325,0.014266539095779528
5773,better light,1,15,6,28310,9,28325,0.0555320192213396
5774,circuit,390,2633,528,25692,1080,28325,0.27297768035188635
5775,obviously narrower band,0,0,1,28325,1,28325,0.0
5776,energies e-ads,0,0,1,28325,1,28325,0.0
5777,sm315,0,0,1,28325,1,28325,0.0
5778,dyes fsq101-fsq104,0,0,1,28325,1,28325,0.0
5779,broader light,0,1,3,28324,4,28325,0.0
5780,shifts delta e-cb,0,0,1,28325,1,28325,0.0
5781,sensitizer candidates highly,0,0,1,28325,1,28325,0.0
5782,cyanoacrylic,4,10,11,28315,16,28325,0.3515614482604774
5783,d-1-d-4 donors electron-withdrawing,0,0,1,28325,1,28325,0.0
5784,ebes larger,0,0,1,28325,1,28325,0.0
5785,d-1-d-4,0,0,1,28325,1,28325,0.0
5786,experimentally,354,2617,589,25708,1046,28325,0.2167010413626066
5787,energy shifts,0,56,7,28269,8,28325,0.0
5788,based experimentally synthesized,0,0,1,28325,1,28325,0.0
5789,abilities near-infrared nir,0,0,1,28325,1,28325,0.0
5790,theoretical results reveal,0,3,3,28322,3,28325,0.0
5791,screened pi-linker,0,0,1,28325,1,28325,0.0
5792,electron-withdrawing cyanoacrylic,0,0,1,28325,1,28325,0.0
5793,highly efficient dsscs,0,0,1,28325,1,28325,0.0
5794,compared dye,0,3,4,28322,4,28325,0.0
5795,sc max,0,0,1,28325,1,28325,0.0
5796,gaps larger,0,3,3,28322,3,28325,0.0
5797,conduction band energy,0,10,6,28315,7,28325,0.0
5798,dsscs,22,106,46,28219,77,28325,0.3160157273918742
5799,screened pi-linker b-1,0,0,1,28325,1,28325,0.0
5800,region broader,0,1,2,28324,2,28325,0.0
5801,harvesting efficiency lhe,1,9,3,28316,4,28325,0.05554378738844758
5802,dye sm315,0,0,1,28325,1,28325,0.0
5803,designed dyes,0,2,5,28323,5,28325,0.0
5804,theory tddft,7,101,18,28224,27,28325,0.08623905220992599
5805,dsscs using density,0,0,1,28325,1,28325,0.0
5806,maximum short circuit,0,0,2,28325,2,28325,0.0
5807,gaps,236,1800,412,26525,723,28325,0.21357040300428332
5808,sc max obviously,0,0,1,28325,1,28325,0.0
5809,dyes fsq101-fsq104 superior,0,0,1,28325,1,28325,0.0
5810,performances promising sensitizer,0,0,1,28325,1,28325,0.0
5811,harvesting abilities,0,0,1,28325,1,28325,0.0
5812,remarkably better,0,20,3,28305,3,28325,0.0
5813,donors electron-withdrawing cyanoacrylic,0,0,1,28325,1,28325,0.0
5814,lhe,2,13,3,28312,5,28325,0.10412989114445423
5815,circuit current,24,307,81,28018,124,28325,0.11305913503971757
5816,harvesting abilities near-infrared,0,0,1,28325,1,28325,0.0
5817,broader light harvesting,0,0,1,28325,1,28325,0.0
5818,curves higher maximum,0,0,1,28325,1,28325,0.0
5819,b-1 bridge,0,0,1,28325,1,28325,0.0
5820,curves higher,0,0,1,28325,1,28325,0.0
5821,current densities sc,0,13,4,28312,4,28325,0.0
5822,ebes larger conduction,0,0,1,28325,1,28325,0.0
5823,dye,90,491,200,27834,344,28325,0.3034104091246445
5824,e-ads lower,0,0,1,28325,1,28325,0.0
5825,lhe curves,0,0,1,28325,1,28325,0.0
5826,fsq101-fsq104 screened,0,0,1,28325,1,28325,0.0
5827,light harvesting efficiency,5,30,10,28295,16,28325,0.18630242955044365
5828,sensitizer candidates,0,0,1,28325,1,28325,0.0
5829,acceptor based,0,4,3,28321,3,28325,0.0
5830,narrower band,0,3,7,28322,7,28325,0.0
5831,narrower band gaps,0,0,1,28325,1,28325,0.0
5832,performances,144,1920,487,26405,696,28325,0.09916580922761022
5833,b-1,0,3,2,28322,2,28325,0.0
5834,at-conjugated bridges designed,0,0,1,28325,1,28325,0.0
5835,time-dependent density functional,25,200,65,28125,97,28325,0.17445190938170319
5836,current densities,3,192,57,28133,65,28325,0.016555457487496327
5837,short circuit current,24,305,80,28020,122,28325,0.11331488745412754
5838,bridge electron-rich,0,0,1,28325,1,28325,0.0
5839,short circuit,25,337,90,27988,135,28325,0.10547764076162595
5840,maximum short,0,0,2,28325,2,28325,0.0
5841,higher maximum,0,25,7,28300,7,28325,0.0
5842,screened at-conjugated,0,0,1,28325,1,28325,0.0
5843,circuit current densities,0,10,4,28315,4,28325,0.0
5844,time-dependent density,25,200,66,28125,98,28325,0.1736960293022068
5845,adsorption energies e-ads,0,0,1,28325,1,28325,0.0
5846,dsscs using,0,4,5,28321,5,28325,0.0
5847,solar cells dsscs,18,94,36,28231,59,28325,0.27982767707720163
5848,larger adsorption,0,1,2,28324,2,28325,0.0
5849,larger conduction band,0,13,3,28312,4,28325,0.0
5850,donors electron-withdrawing,0,0,1,28325,1,28325,0.0
5851,cells dsscs,18,94,36,28231,59,28325,0.27982767707720163
5852,densities sc,0,13,4,28312,4,28325,0.0
5853,band energy,0,77,22,28248,26,28325,0.0
5854,designed dyes fsq101-fsq104,0,0,1,28325,1,28325,0.0
5855,at-conjugated bridges,0,0,1,28325,1,28325,0.0
5856,b-1 bridge electron-rich,0,0,1,28325,1,28325,0.0
5857,units d-1-d-4,0,0,1,28325,1,28325,0.0
5858,performances promising,0,0,2,28325,2,28325,0.0
5859,tddft,24,165,38,28160,65,28325,0.2251855177737252
5860,adsorption,25,387,165,27938,218,28325,0.08205303326662551
5861,max obviously narrower,0,0,1,28325,1,28325,0.0
5862,pi-linker b-1 bridge,0,0,1,28325,1,28325,0.0
5863,larger,134,2391,654,25934,900,28325,0.07021139722156794
5864,lower exciton,0,8,3,28317,3,28325,0.0
5865,sm315 highly,0,0,1,28325,1,28325,0.0
5866,reveal designed,0,0,1,28325,1,28325,0.0
5867,remarkably better light,0,0,1,28325,1,28325,0.0
5868,superior,175,2159,489,26166,731,28325,0.11110966595641726
5869,e-cb compared,0,0,1,28325,1,28325,0.0
5870,max,25,288,62,28037,100,28325,0.13084036705295837
5871,e-cb compared dye,0,0,1,28325,1,28325,0.0
5872,densities,42,1090,256,27235,361,28325,0.05150410720046264
5873,higher,582,4894,1524,23431,2431,28325,0.1565363883607947
5874,pi-linker,0,6,7,28319,8,28325,0.0
5875,band gaps,179,1413,311,26912,549,28325,0.21001820370483829
5876,promising sensitizer,0,0,1,28325,1,28325,0.0
5877,theoretical results,9,664,93,27661,109,28325,0.014962942182924426
5878,max obviously,0,0,1,28325,1,28325,0.0
5879,experimentally synthesized,0,12,7,28313,8,28325,0.0
5880,delta e-cb compared,0,0,1,28325,1,28325,0.0
5881,improved electrical,1,79,26,28246,27,28325,0.011323614450497612
5882,heterojunction improved,0,0,1,28325,1,28325,0.0
5885,improved electrical properties,0,29,6,28296,6,28325,0.0
5887,electrical properties optoelectronic,0,2,4,28323,4,28325,0.0
5889,hybrid gallium,0,3,1,28322,1,28325,0.0
5890,properties optoelectronic applications,2,88,23,28237,27,28325,0.022754840379933736
5893,properties optoelectronic,6,285,85,28040,102,28325,0.023907315654336837
5895,si gan,0,0,2,28325,2,28325,0.0
5896,behavior low ideality,0,0,1,28325,1,28325,0.0
5897,performance parameters hybrid,0,0,1,28325,1,28325,0.0
5898,characteristics organic inorganic,0,0,1,28325,1,28325,0.0
5899,related hybrid,0,2,2,28323,2,28325,0.0
5900,similar 1.6 compared,0,0,1,28325,1,28325,0.0
5901,heterojunction thickness,0,0,1,28325,1,28325,0.0
5902,similar 0.4 rectifying,0,0,1,28325,1,28325,0.0
5903,sulfonate/si-doped gan layer,0,0,1,28325,1,28325,0.0
5904,similar 600 nm,0,21,4,28304,4,28325,0.0
5905,organic inorganic,47,775,90,27550,145,28325,0.09162253177052582
5906,reduced trap-assisted tunneling,0,0,1,28325,1,28325,0.0
5907,parameters hybrid,0,1,2,28324,2,28325,0.0
5908,vertical bar samples,0,0,1,28325,1,28325,0.0
5909,microscopy images reveal,0,9,7,28316,8,28325,0.0
5910,threshold voltage,24,302,80,28023,121,28325,0.11350366354803265
5911,low surface roughness,1,106,19,28219,22,28325,0.00914095079232694
5912,gan layer,1,23,22,28302,26,28325,0.03997175639894087
5913,presents threshold voltage,0,0,1,28325,1,28325,0.0
5914,3,4-ethylenedioxythiophene,74,393,87,27932,184,28325,0.3767823968824264
5915,parameters including,2,63,33,28262,39,28325,0.032758743659008445
5916,roughness similar 3.7,0,0,1,28325,1,28325,0.0
5917,factor presented,0,4,1,28321,2,28325,0.0
5918,realized,131,1923,534,26402,743,28325,0.08772952828922159
5919,rectifying behavior low,0,8,3,28317,3,28325,0.0
5920,ideality,33,279,90,28046,135,28325,0.16821437852749696
5921,pedot pss layer,2,73,17,28252,20,28325,0.026250754865982256
5922,roughness,91,686,282,27639,436,28325,0.1971802186109414
5923,thickness similar 600,0,0,1,28325,1,28325,0.0
5924,heterojunctions reported,0,32,6,28293,6,28325,0.0
5925,pedot pss/si,0,0,2,28325,2,28325,0.0
5926,surface roughness,31,436,189,27889,258,28325,0.09343839907355841
5927,pss/si gan,0,0,1,28325,1,28325,0.0
5928,broken vertical,1,15,11,28310,13,28325,0.05156544641981534
5929,voltage similar,2,109,26,28216,33,28325,0.020244153235448852
5930,including barrier height,0,0,1,28325,1,28325,0.0
5931,studies optimized,0,0,1,28325,1,28325,0.0
5932,points reduced,0,6,2,28319,2,28325,0.0
5933,barrier height broken,0,5,4,28320,4,28325,0.0
5934,thickness similar,1,107,27,28218,33,28325,0.009963283318623124
5935,height broken,0,5,4,28320,4,28325,0.0
5936,gan studied,0,7,3,28318,4,28325,0.0
5937,bar samples ideality,0,0,1,28325,1,28325,0.0
5938,behavior low,0,18,8,28307,8,28325,0.0
5939,3,4-ethylenedioxythiophene polystyrene,1,12,13,28313,15,28325,0.0624801412180053
5940,cross-sectional,9,382,69,27943,104,28325,0.03331442784929104
5941,studies optimized samples,0,0,1,28325,1,28325,0.0
5942,examined heterojunction,0,0,1,28325,1,28325,0.0
5943,inorganic layers individually,0,0,1,28325,1,28325,0.0
5944,polystyrene,20,204,94,28121,133,28325,0.13153663505763005
5945,pss/si,0,0,2,28325,2,28325,0.0
5946,individually,3,174,43,28151,50,28325,0.018311771007251475
5947,uniform deposition,0,0,4,28325,4,28325,0.0
5948,similar 3.7,0,0,1,28325,1,28325,0.0
5949,vertical bar,2,46,22,28279,27,28325,0.044014712610551725
5950,deposition pedot pss,0,0,1,28325,1,28325,0.0
5951,reveal uniform deposition,0,0,1,28325,1,28325,0.0
5952,tunneling current,0,9,20,28316,21,28325,0.0
5953,1.6 compared,0,0,1,28325,1,28325,0.0
5954,performance parameters,1,103,25,28222,30,28325,0.010072131568742669
5955,heterojunction realized,0,0,1,28325,1,28325,0.0
5956,optimized heterojunction,0,0,1,28325,1,28325,0.0
5957,pedot,145,563,98,27762,270,28325,0.6713078423009201
5958,tunneling,69,523,188,27802,305,28325,0.20562825951278868
5959,rectifying,46,717,114,27608,177,28325,0.09421606405101549
5960,organic/inorganic poly 3,4-ethylenedioxythiophene,0,0,1,28325,1,28325,0.0
5961,rectifying behavior performance,0,0,1,28325,1,28325,0.0
5962,pss layer,3,79,17,28246,21,28325,0.03831156222418358
5963,reveal low,0,5,8,28320,8,28325,0.0
5964,low surface,5,187,34,28138,48,28325,0.033917632037202806
5965,trap-assisted tunneling current,0,1,2,28324,2,28325,0.0
5966,1.6 compared related,0,0,1,28325,1,28325,0.0
5967,layer pedot pss/si,0,0,1,28325,1,28325,0.0
5968,layer pedot,0,6,7,28319,7,28325,0.0
5969,layers,794,4967,1083,23358,2245,28325,0.2723780740157691
5970,3.7 nm cross-sectional,0,0,1,28325,1,28325,0.0
5971,ideality factor presented,0,0,1,28325,1,28325,0.0
5972,comparison heterojunction,0,0,1,28325,1,28325,0.0
5973,images reveal uniform,0,0,1,28325,1,28325,0.0
5974,studies,603,4578,1120,23747,2002,28325,0.19675919300994382
5975,similar 3.7 nm,0,0,1,28325,1,28325,0.0
5976,0.4 rectifying behavior,0,0,1,28325,1,28325,0.0
5977,nm presents threshold,0,0,1,28325,1,28325,0.0
5978,rectifying behavior,11,212,59,28113,75,28325,0.06143380505320505
5979,cross-sectional scanning electron,0,2,2,28323,4,28325,0.0
5980,individually examined,0,0,1,28325,1,28325,0.0
5981,low ideality,0,2,2,28323,2,28325,0.0
5982,current leakage,0,25,8,28300,8,28325,0.0
5983,images,111,989,381,27336,578,28325,0.16256259642452953
5984,hybrid organic/inorganic,0,31,16,28294,18,28325,0.0
5985,low ideality factor,0,2,2,28323,2,28325,0.0
5986,nm cross-sectional scanning,0,0,1,28325,1,28325,0.0
5987,tunneling current leakage,0,0,1,28325,1,28325,0.0
5988,afm studies optimized,0,0,1,28325,1,28325,0.0
5989,including barrier,0,5,2,28320,2,28325,0.0
5990,optimized samples,1,5,2,28320,3,28325,0.07499470432480142
5991,samples ideality,0,0,1,28325,1,28325,0.0
5992,organic/inorganic poly,0,0,1,28325,1,28325,0.0
5993,600 nm,3,296,63,28029,77,28325,0.011584599444455924
5994,optimized samples reveal,0,0,1,28325,1,28325,0.0
5995,organic inorganic layers,0,0,1,28325,1,28325,0.0
5996,threshold voltage similar,0,23,4,28302,6,28325,0.0
5997,sulfonate/si-doped gan,0,0,1,28325,1,28325,0.0
5998,layers individually examined,0,0,1,28325,1,28325,0.0
5999,detailed comparison,0,51,12,28274,15,28325,0.0
6000,0.4 rectifying,0,0,1,28325,1,28325,0.0
6001,poly 3,4-ethylenedioxythiophene polystyrene,1,8,11,28317,13,28325,0.08440068316502562
6002,3.7 nm,0,0,1,28325,1,28325,0.0
6003,600,27,734,196,27591,270,28325,0.048423001476104066
6004,related,214,2817,805,25508,1172,28325,0.09913761807909771
6005,pss,131,521,93,27804,247,28325,0.6314659642541924
6006,parameters including barrier,0,0,1,28325,1,28325,0.0
6007,bar samples,0,0,1,28325,1,28325,0.0
6008,afm,66,730,321,27595,442,28325,0.11968091802049867
6009,voltage similar 0.4,0,0,1,28325,1,28325,0.0
6010,polystyrene sulfonate/si-doped gan,0,0,1,28325,1,28325,0.0
6011,pss/si gan studied,0,0,1,28325,1,28325,0.0
6012,factor similar 1.6,0,0,1,28325,1,28325,0.0
6013,ideality factor,29,264,87,28061,126,28325,0.15065877273884257
6014,ideality factor points,0,0,1,28325,1,28325,0.0
6015,bar,10,206,91,28119,129,28325,0.06519163240549249
6016,deposition pedot,0,0,1,28325,1,28325,0.0
6017,behavior performance parameters,0,0,1,28325,1,28325,0.0
6018,hybrid heterojunctions reported,0,0,1,28325,1,28325,0.0
6019,parameters hybrid organic/inorganic,0,0,1,28325,1,28325,0.0
6020,gan layer pedot,0,0,1,28325,1,28325,0.0
6021,surface roughness similar,0,7,4,28318,5,28325,0.0
6022,reveal uniform,0,0,1,28325,1,28325,0.0
6023,hybrid heterojunctions,0,1,2,28324,2,28325,0.0
6024,leakage,7,164,88,28161,111,28325,0.05083789647942895
6025,layer si,1,37,16,28288,19,28325,0.02496999117387467
6026,height broken vertical,0,5,4,28320,4,28325,0.0
6027,heterojunction parameters including,0,0,1,28325,1,28325,0.0
6028,broken,1,50,38,28275,48,28325,0.02205262450299735
6029,examined heterojunction realized,0,0,1,28325,1,28325,0.0
6030,samples ideality factor,0,0,1,28325,1,28325,0.0
6031,factor points,0,0,1,28325,1,28325,0.0
6032,behavior performance,0,8,3,28317,3,28325,0.0
6033,characteristics organic,0,22,10,28303,13,28325,0.0
6034,layer si gan,0,0,1,28325,1,28325,0.0
6035,pss layer si,0,0,1,28325,1,28325,0.0
6036,compared related,0,18,3,28307,4,28325,0.0
6037,images reveal,0,23,19,28302,20,28325,0.0
6038,comparison heterojunction parameters,0,0,1,28325,1,28325,0.0
6039,ideality factor similar,1,25,5,28300,7,28325,0.031225728155339805
6040,factor similar,1,135,28,28190,32,28325,0.0074452720398335125
6041,reveal low surface,0,0,1,28325,1,28325,0.0
6042,presents,83,1245,486,27080,655,28325,0.08517709007724791
6043,trap-assisted tunneling,0,3,2,28322,3,28325,0.0
6044,nm cross-sectional,0,0,1,28325,1,28325,0.0
6045,uniform deposition pedot,0,0,1,28325,1,28325,0.0
6046,hybrid organic/inorganic poly,0,0,1,28325,1,28325,0.0
6047,presents threshold,0,0,1,28325,1,28325,0.0
6048,heterojunction thickness similar,0,0,1,28325,1,28325,0.0
6049,600 nm presents,0,0,1,28325,1,28325,0.0
6050,factor points reduced,0,0,1,28325,1,28325,0.0
6051,points reduced trap-assisted,0,0,1,28325,1,28325,0.0
6052,cross-sectional scanning,1,8,6,28317,11,28325,0.1110914974992645
6053,roughness similar,0,10,7,28315,9,28325,0.0
6054,3,4-ethylenedioxythiophene polystyrene sulfonate/si-doped,0,0,1,28325,1,28325,0.0
6055,afm studies,0,78,13,28247,14,28325,0.0
6056,pedot pss/si gan,0,0,1,28325,1,28325,0.0
6057,similar 600,1,51,14,28274,16,28325,0.01739965810782487
6058,similar 1.6,0,40,12,28285,14,28325,0.0
6059,electron microscopy images,0,64,41,28261,50,28325,0.0
6060,heterojunction parameters,0,5,2,28320,3,28325,0.0
6061,compared related hybrid,0,0,1,28325,1,28325,0.0
6062,optimized heterojunction thickness,0,0,1,28325,1,28325,0.0
6063,polystyrene sulfonate/si-doped,0,0,1,28325,1,28325,0.0
6064,related hybrid heterojunctions,0,0,1,28325,1,28325,0.0
6065,pedot pss,121,458,74,27867,215,28325,0.7211062004145845
6066,trap-assisted,0,23,12,28302,15,28325,0.0
6067,sulfonate/si-doped,0,0,1,28325,1,28325,0.0
6068,individually examined heterojunction,0,0,1,28325,1,28325,0.0
6069,samples reveal,0,25,8,28300,8,28325,0.0
6070,microscopy images,1,104,59,28221,76,28325,0.011415285295121733
6071,inorganic layers,0,19,9,28306,9,28325,0.0
6072,3.7,0,159,38,28166,45,28325,0.0
6073,detailed comparison heterojunction,0,0,1,28325,1,28325,0.0
6074,samples reveal low,0,0,1,28325,1,28325,0.0
6075,points,16,430,164,27895,216,28325,0.047073069432621274
6076,nm presents,0,0,1,28325,1,28325,0.0
6077,broken vertical bar,1,11,10,28314,11,28325,0.060422490131227996
6078,layers individually,0,0,1,28325,1,28325,0.0
6079,poly 3,4-ethylenedioxythiophene,53,289,65,28036,134,28325,0.3540637835131392
6080,reduced trap-assisted,0,0,2,28325,2,28325,0.0
6085,photochromism,69,108,10,28217,81,28325,3.858823097658049
6086,up-conversion photoluminescence,0,2,4,28323,4,28325,0.0
6089,reversible,77,829,241,27496,368,28325,0.13551032089031456
6090,thermal stimulus,1,3,1,28322,2,28325,0.08333333333333333
6094,modulation based,0,19,6,28306,6,28325,0.0
6096,photoluminescence modulation,1,1,1,28324,2,28325,0.12500882612533099
6098,large reversible,0,0,2,28325,2,28325,0.0
6099,in-situ,7,119,89,28206,121,28325,0.0751542464483181
6100,up-conversion,15,111,49,28214,73,28325,0.18401229582885179
6101,electric-field,0,38,15,28287,19,28325,0.0
6102,stimulus,5,42,20,28283,30,28325,0.144727989050488
6106,ferroelectrics,3,36,15,28289,18,28325,0.0768334578043316
6109,reversible up-conversion uc,0,0,1,28325,1,28325,0.0
6110,memory optoelectronic device,0,0,1,28325,1,28325,0.0
6111,up-conversion uc,2,13,6,28312,11,28325,0.1527238403451996
6112,electric field stimulation,0,0,1,28325,1,28325,0.0
6113,390-nm light irradiation,0,0,1,28325,1,28325,0.0
6114,treatment 200 degrees,0,3,4,28322,4,28325,0.0
6115,yellow,42,514,116,27811,193,28325,0.12937865342992227
6116,er3+/yb3+ co-doped,0,0,1,28325,1,28325,0.0
6117,factor 120 390-nm,0,0,1,28325,1,28325,0.0
6118,yellow gray,0,0,1,28325,1,28325,0.0
6119,showing enhancing,0,0,1,28325,1,28325,0.0
6120,kv/cm,2,17,8,28308,12,28325,0.10903698948888711
6121,pale yellow,0,0,1,28325,1,28325,0.0
6122,pale yellow gray,0,0,1,28325,1,28325,0.0
6123,k0.5na0.5nbo3,2,6,1,28319,4,28325,0.22219868588800626
6124,treatment partly,0,0,1,28325,1,28325,0.0
6125,ceramics large,0,0,1,28325,1,28325,0.0
6126,electric-field stimulation 12.5,0,0,1,28325,1,28325,0.0
6127,visible light,79,959,247,27366,375,28325,0.1190233828097906
6128,ceramics large modulation,0,0,1,28325,1,28325,0.0
6129,min ceramics large,0,0,1,28325,1,28325,0.0
6130,in-situ operated alternating,0,0,1,28325,1,28325,0.0
6131,device applications,147,2167,389,26158,608,28325,0.09704195460036363
6132,thermal stimulus electric-field,0,0,1,28325,1,28325,0.0
6133,optoelectronic device,149,2312,558,26013,847,28325,0.08925374084293704
6134,pale,0,5,4,28320,4,28325,0.0
6135,min thermal treatment,0,0,1,28325,1,28325,0.0
6136,exhibit significant photochromism,0,0,1,28325,1,28325,0.0
6137,eliminated heat treatment,0,0,1,28325,1,28325,0.0
6138,showing enhancing factor,0,0,1,28325,1,28325,0.0
6139,390-nm light irradiated,0,0,1,28325,1,28325,0.0
6140,min ceramics,0,0,1,28325,1,28325,0.0
6141,large reversible photoluminescence,0,0,1,28325,1,28325,0.0
6142,irradiation min,0,0,1,28325,1,28325,0.0
6143,modulation thermal stimulus,0,0,1,28325,1,28325,0.0
6144,operated,12,356,127,27969,163,28325,0.04138897303578051
6145,electric-field great,0,0,1,28325,1,28325,0.0
6146,light irradiation electric-field,0,0,1,28325,1,28325,0.0
6147,reactions,68,809,263,27516,381,28325,0.11653569007017911
6148,light irradiated ceramics,0,0,1,28325,1,28325,0.0
6149,photochromic,96,189,18,28136,132,28325,3.122219140083218
6150,applying electric-field stimulation,0,0,1,28325,1,28325,0.0
6151,alternating,66,679,153,27646,248,28325,0.15017448570846628
6152,operated alternating light,0,0,1,28325,1,28325,0.0
6153,applying electric-field,0,0,1,28325,1,28325,0.0
6154,200 degrees,9,383,96,27942,127,28325,0.029509233341052207
6155,up-conversion uc photoluminescence,0,6,3,28319,4,28325,0.0
6156,field stimulation,0,0,1,28325,1,28325,0.0
